original_title,id,weighted_rating
Spawn,10336,5.751711586397298
The Count of Monte Cristo,11362,6.553013345650987
The Lincoln Lawyer,50348,6.592535765780726
Unknown,48138,6.350543015229713
The Prestige,1124,7.725935924343863
Horrible Bosses 2,227159,6.098114091927644
Escape from Planet Earth,68179,5.971820839642355
Apocalypto,1579,6.845934331374776
The Living Daylights,708,6.133726019530785
Predators,34851,6.035740873680216
Legal Eagles,9930,6.075158386807229
Secret Window,1586,6.268068083063762
The Lake House,2044,6.287362265007104
The Skeleton Key,9913,6.22789957115414
The Odd Life of Timothy Green,71864,6.233611382285269
Made of Honor,10761,6.061389649136102
Jersey Boys,209451,6.275528854405541
The Rainmaker,11975,6.240578291
Gothika,4970,5.958772329306623
Amistad,11831,6.305896903652112
Medicine Man,9096,6.0548002207839104
Aliens vs Predator: Requiem,440,5.496082834516075
Ri¢hie Ri¢h,11011,5.844218991754881
Autumn in New York,10641,6.033194714037249
Music and Lyrics,11172,6.139575987609369
Paul,39513,6.381540624578468
The Guilt Trip,82687,5.9011868702863435
Scream 4,41446,6.097384805121988
8MM,8224,6.096460906312423
The Doors,10537,6.258728284441975
Sex Tape,225886,5.540786182116136
Hanging Up,10385,6.037893746620578
Final Destination 5,55779,5.989312371685376
Mickey Blue Eyes,10154,5.9674785048404555
Pay It Forward,10647,6.428783572464728
Fever Pitch,11431,6.055750286022294
Drillbit Taylor,8457,5.932802358516049
A Million Ways to Die in the West,188161,5.898373333936749
The Shadow,8850,5.984765720157053
Extremely Loud & Incredibly Close,64685,6.488870555515392
Morning Glory,38357,6.096270020006524
Get Rich or Die Tryin',10060,6.13563875256903
The Art of War,11398,6.017721934667621
Rent,1833,6.199397633610644
Bless the Child,10391,5.989316497213976
The Out-of-Towners,8970,6.031261837696485
The Island of Dr. Moreau,9306,5.845859115881854
The Musketeer,11370,6.031080514174543
The Other Boleyn Girl,12184,6.214295914365994
Sweet November,1921,6.177904862626784
The Reaping,1683,5.943196167636604
Mean Streets,203,6.4466165247090075
Renaissance Man,11858,6.074969319483812
Colombiana,62835,6.308333261605828
Quest for Camelot,18937,6.259258639350405
City By The Sea,13536,6.05046701386076
At First Sight,15556,6.082320035642902
Torque,10718,5.900481480440747
City Hall,11062,6.086342309505905
Showgirls,10802,5.786474472065928
Marie Antoinette,1887,6.283046312430228
Kiss of Death,6071,6.055177016490531
Get Carter,10461,5.881543782433427
Lo imposible,80278,6.758176430044344
Ishtar,12704,6.024901878507511
Fantastic Mr. Fox,10315,6.9581721390109745
Life or Something Like It,16643,6.037449086474173
Memoirs of an Invisible Man,2687,6.037057841156522
Le fabuleux destin d'Amélie Poulain,194,7.4891815659042615
New York Minute,11025,5.975026978859078
Alfie,8849,5.969824848297819
Big Miracle,78698,6.1806210095531195
The Deep End of the Ocean,30943,6.0809379507233094
FearDotCom,9544,5.73348651394362
Cirque du Freak: The Vampire's Assistant,24418,5.903696350066789
Duplex,7288,6.017435332511274
Soul Men,14655,6.106516746969407
Raise the Titanic,24575,6.069429647986157
Universal Soldier: The Return,10366,5.8011030234928365
Pandorum,19898,6.30199297915812
Impostor,4965,6.095085831515759
Extreme Ops,15074,6.0541637988210315
Just Visiting,56715,5.850591511279582
Sunshine,1272,6.651973111746548
A Thousand Words,72358,6.06255055200135
Delgo,20542,6.080348688368771
The Gunman,266396,5.887970241697653
Stormbreaker,9978,5.871396515515518
Disturbia,8271,6.386040945223687
Hackers,10428,6.131274670187143
The Hunting Party,5353,6.152444376721656
The Hudsucker Proxy,11934,6.367370259750617
投名狀,14392,6.115005957340037
Nomad,19495,6.053760620275017
Snowpiercer,110415,6.575598604482111
Un monstre à Paris,77459,6.21509984578534
The Last Shot,26486,6.090315465777408
The Crow,9495,6.773949948534457
Baahubali: The Beginning,256040,6.3117047426905435
The Time Traveler's Wife,24420,6.409027930965484
Because I Said So,1257,6.033669777057081
Frankenweenie,62214,6.376557285413297
Serenity,16320,6.918842062451912
Against the Ropes,8842,6.0278913424269005
Superman III,9531,5.777158768226069
Grudge Match,64807,6.059344201621102
Chi bi,12289,6.312957440846153
Sweet Home Alabama,11529,6.061389649136102
The Ugly Truth,20943,6.268068083063762
Sgt. Bilko,9099,6.027014297050512
Spy Kids 2: The Island of Lost Dreams,9488,5.765405155341676
Star Trek: Generations,193,6.210392928118957
一代宗師,44865,6.14978959722662
Water for Elephants,55787,6.418558984565355
Dragon Nest: Warriors' Dawn,257932,6.111913268998678
The Hurricane,10400,6.480513796204233
Enough,1957,6.1220792690938595
Heartbreakers,10833,5.993204627329804
Paul Blart: Mall Cop 2,256961,5.618598994248755
Angel Eyes,5852,6.041505012716535
Joe Somebody,12312,6.063617219289388
The Ninth Gate,622,6.1983678526933375
Extreme Measures,11306,6.05561148378899
Rock Star,12508,6.0748920625309974
Precious,25793,6.3852424322195755
White Squall,10534,6.115679888278688
The Thing,1091,7.259024892710169
Riddick,87421,6.1718529803417495
Switchback,10871,6.074809864468017
Texas Rangers,13503,6.076751339058163
City of Ember,13600,6.141871424951583
The Master,68722,6.535601242959681
Virgin Territory,14324,5.92856909292
The Express,14325,6.182513776125541
The 5th Wave,299687,5.735866687044734
Creed,312221,6.964736055795475
The Town,23168,6.697103780547495
What to Expect When You're Expecting,76494,5.962945841530229
Burn After Reading,4944,6.347263275324062
Nim's Island,10488,5.941416756906323
Rush,96721,7.307136303863825
Magnolia,334,6.8364559283184
Cop Out,23742,5.76913286984181
How to Be Single,259694,5.973877940674491
Dolphin Tale,62837,6.203844961685175
Twilight,8966,5.850473976502849
John Q,8470,6.498281928650019
Blue Streak,11001,6.096064605780174
We're the Millers,138832,6.659674454238441
Obitaemyy Ostrov,16911,6.070167505585141
Breakdown,2163,6.20124253126403
Never Say Never Again,36670,6.00173164853324
Hot Tub Time Machine,23048,6.042575781794361
Dolphin Tale 2,227735,6.163962073182363
Reindeer Games,2155,5.9622870818204285
A Man Apart,8409,6.017943132091913
Aloha,222936,5.6613238111210205
Ghosts of Mississippi,31908,6.0996300810257225
Snow Falling on Cedars,10219,6.102745143596491
The Rite,48171,5.967732808656745
Gattaca,782,7.092697854251621
Isn't She Great,75531,6.066350483030605
Space Chimps,11802,5.988359101013151
Head of State,9776,6.024443275197897
The Hangover,18785,7.081985730120469
葉問3,365222,6.231941234211822
Austin Powers: The Spy Who Shagged Me,817,6.1553688235616235
Batman,268,6.764235887770425
There Be Dragons,45054,6.087328172658601
Lethal Weapon 3,943,6.254350912494349
The Blind Side,22881,6.8506585512947105
Spy Kids,10054,5.773114607664381
Horrible Bosses,51540,6.400717328909438
True Grit,44264,6.860969606317814
The Devil Wears Prada,350,6.825372471048882
Star Trek: The Motion Picture,152,6.13843186429783
Identity Thief,109431,5.752974769358866
Cape Fear,1598,6.527053018051328
21,8065,6.358325390768048
Trainwreck,271718,5.974648104246808
Guess Who,11638,5.95528559791948
The English Patient,409,6.4778916670554905
L.A. Confidential,2118,7.12159335189133
Sky High,11459,5.968514476114563
In & Out,10806,6.134021200653361
Species,9348,5.868091044097018
A Nightmare on Elm Street,377,6.774687034157758
The Cell,8843,6.059192490837239
The Man in the Iron Mask,9313,6.213535965820279
Secretariat,39486,6.180681008920286
TMNT,1273,6.064168487757506
Radio,13920,6.207469992029027
Friends with Benefits,50544,6.399382211463271
Neighbors 2: Sorority Rising,325133,5.765702381449193
Saving Mr. Banks,140823,6.8470905974013245
Malcolm X,1883,6.463622923699774
This Is 40,89492,5.823117470460667
Old Dogs,22949,5.896002520313983
Underworld: Rise of the Lycans,12437,6.163963236202955
License to Wed,2959,5.865787367993438
The Benchwarmers,9957,5.873264306276161
Must Love Dogs,11648,6.047250584612535
Donnie Brasco,9366,6.888969163171929
Resident Evil,1576,6.319522707581623
Poltergeist,609,6.5638017551403856
The Ladykillers,5516,6.060271052492407
Max Payne,13051,5.688309802293595
In Time,49530,6.592456947405826
The Back-Up Plan,34806,5.943172219153074
Something Borrowed,49022,6.038570283500242
Black Knight,11469,5.815678270373352
The Bad News Bears,23479,6.187851872974835
Street Fighter,11667,5.484199894585882
The Pianist,423,7.459720310589083
The Nativity Story,2447,6.108041926210356
House of Wax,10066,5.809800203603746
Closer,2288,6.411470705842751
J. Edgar,88794,6.0469816624940815
Mirrors,13515,6.056819949282209
Queen of the Damned,11979,5.924283039423963
Predator 2,169,5.997589361497445
Untraceable,8090,6.046809213733982
Blast from the Past,11622,6.145508791854962
Flash Gordon,3604,6.095582058730036
Jersey Girl,9541,6.0041998945858825
Alex Cross,94348,5.806710735419276
Midnight in the Garden of Good and Evil,8197,6.130310103965902
Heist,336004,5.9452983306466125
Nanny McPhee and the Big Bang,35019,6.059192490837239
Hoffa,10410,6.094761622477092
The X Files: I Want to Believe,8836,5.847649653310194
Ella Enchanted,14442,6.021934770538527
Concussion,321741,6.571907970520666
Abduction,59965,5.814578974387695
Valiant,14175,5.878110424676093
Wonder Boys,11004,6.23857806121035
Superhero Movie,11918,5.688815394534259
Broken City,98357,5.918498600524239
Cursed,10012,5.910627294635157
Premium Rush,49526,6.1502786798327485
Hot Pursuit,268920,5.769781428672806
The Four Feathers,9093,6.166159941993865
Parker,119283,5.832594019611173
Wimbledon,11823,6.067406490050947
Furry Vengeance,35169,5.8430483790157925
Bait,118957,5.9308157113597195
Krull,849,6.050389368721868
Lions for Lambs,4515,6.072849908754588
Flight of the Intruder,18886,6.078285475598568
Walk Hard: The Dewey Cox Story,6575,6.207122051603475
The Shipping News,6440,6.133249424006505
American Outlaws,13496,6.066829511668769
The Young Victoria,18320,6.369478421894762
Whiteout,22787,5.911710065793733
The Tree of Life,8967,6.32644963061612
Knock Off,37498,5.982860122267623
Sabotage,144336,5.839042466535783
The Order,9616,5.952036678331321
Punisher: War Zone,13056,5.953332416866214
Zoom,14113,5.9094124790802285
The Walk,285783,6.58023265428975
Warriors of Virtue,49478,6.077377612856664
A Good Year,9726,6.226553118316582
Radio Flyer,20763,6.128099162552182
Bound by Honor,9702,6.310806320231672
Smilla's Sense of Snow,9311,6.132241238868339
Femme Fatale,9280,6.111270480952245
Lion of the Desert,26843,6.151733490599481
Le Hussard sur le toit,11876,6.114049033439343
Ride with the Devil,22267,6.12569915829307
Biutiful,45958,6.35047388235051
Bandidas,1969,6.00771889707755
Black Water Transit,310706,6.094186288810169
The Maze Runner,198663,6.890638027011132
Unfinished Business,239573,5.763085000470449
The Age of Innocence,10436,6.263058343075013
The Fountain,1381,6.467281807604666
Chill Factor,2162,6.064138797126549
Stolen,127493,5.7779587498821074
崖の上のポニョ,12429,6.876743244963931
The Longest Ride,228205,6.80636269108937
The Astronaut's Wife,2900,5.9163513746823
I Dreamed of Africa,21311,6.075264577097949
Playing for Keeps,77875,5.923746688488491
Mandela: Long Walk to Freedom,192136,6.188728432654706
Reds,18254,6.177952004968925
A Few Good Men,881,6.64054653948436
Exit Wounds,10877,5.991106062533922
Big Momma's House,9600,5.893093999193807
The House of Magic,202575,6.12319439487187
The Darkest Hour,71469,5.591100197262743
Step Up Revolution,85446,6.380979927167083
Snakes on a Plane,326,5.693934700686512
The Watcher,10685,5.939188658404129
The Punisher,7220,6.0971482460907875
Goal!: The Dream Begins,9763,6.21759342695797
Safe,72387,6.201212097622843
Pushing Tin,12596,6.040612053892794
Return of the Jedi,1892,7.653486790929663
Doomsday,13460,5.997148921397092
The Reader,8055,6.674016374071268
Wanderlust,50647,5.817642410956694
Elf,10719,6.269215649752102
Phenomenon,9294,6.1264143215440825
Snow Dogs,11888,5.9349185777750675
Scrooged,9647,6.303736042569844
Nacho Libre,9353,5.93238703875741
Bridesmaids,55721,6.375218840107358
This Is the End,109414,6.250980910058938
Stigmata,10307,6.070916169471669
Men of Honor,11978,6.478706506435817
Takers,22907,6.061389649136102
The Big Wedding,87567,5.952464079893617
"Big Mommas: Like Father, Like Son",38322,5.857555819131366
Source Code,45612,6.884144445801687
Alive,7305,6.298031838054431
The Number 23,3594,6.213535965820279
The Young and Prodigious T.S. Spivet,157841,6.239156666320268
1941,11519,6.013926618963657
Dreamer: Inspired By a True Story,12920,6.11132677190491
A History of Violence,59,6.521352270148136
Transporter 2,9335,6.156609612453433
The Quick and the Dead,12106,6.169654261912838
Laws of Attraction,11141,6.033110383835412
Bringing Out the Dead,8649,6.212428455062337
Repo Men,31867,6.14251372964825
디워,10253,5.83536825668152
Bogus,3587,6.055102223925144
The Incredible Burt Wonderstone,124459,5.700761127606911
Cats Don't Dance,24662,6.125886261323047
Cradle Will Rock,32274,6.120532611512244
The Good German,182,6.073906967817243
George and the Dragon,5494,6.075233028644237
Apocalypse Now,28,7.4966740870179045
Going the Distance,38073,6.069497136565783
Mr. Holland's Opus,2054,6.201249133447972
Criminal,302156,5.9245750390092695
Out of Africa,606,6.342806087552877
Flight,87502,6.405063406184774
Moonraker,698,6.012015946810716
The Grand Budapest Hotel,120467,7.732609604869685
Hearts in Atlantis,11313,6.140313630394358
Arachnophobia,6488,6.133329677913285
Frequency,10559,6.443069935804502
Vacation,296099,6.159618312029754
Get Shorty,8012,6.183032600286195
Chicago,1574,6.479860295509014
Big Daddy,9032,6.097341015812402
American Pie 2,2770,6.033371312994236
Toy Story,862,7.502832329642471
Speed,1637,6.5934784320561395
The Vow,72570,6.670998467371336
Extraordinary Measures,27569,6.084044026615245
Remember the Titans,10637,6.78207403785531
The Hunt for Red October,1669,6.7187148940675705
The Butler,132363,6.756411415826761
DodgeBall: A True Underdog Story,9472,6.154589693335758
The Addams Family,2907,6.418203965939766
Ace Ventura: When Nature Calls,9273,6.097665335147019
The Princess Diaries,9880,6.329998516329168
The First Wives Club,2925,6.168746417263419
Se7en,807,7.872504788619377
District 9,17654,7.084127294088482
The SpongeBob SquarePants Movie,11836,6.359330833394967
Mystic River,322,7.085743175733965
Million Dollar Baby,70,7.32717216684952
Analyze This,9535,6.218188140264006
The Notebook,11036,7.388713993428177
27 Dresses,6557,6.097500663361993
Hannah Montana: The Movie,18126,6.058543942686472
Rugrats in Paris: The Movie,16340,6.0829401647731345
The Prince of Tides,10333,6.080481900437933
Legends of the Fall,4476,6.598792766677111
Up in the Air,22947,6.46999350733462
About Schmidt,2755,6.293644736696225
Warm Bodies,82654,6.333459916801151
Looper,59967,6.531357509982059
Down to Earth,16300,5.957912778375375
Babe,9598,6.047237258073784
Hope Springs,82696,6.012395876649535
Forgetting Sarah Marshall,9870,6.281886560878503
Four Brothers,8292,6.3676923674209736
Baby Mama,8780,6.030198820156498
Hope Floats,9715,6.065073167987172
Bride Wars,10521,5.989872850955444
Without a Paddle,10762,5.915567407249081
13 Going on 30,10096,6.221819411793716
Midnight in Paris,59436,7.046915632629698
The Nut Job,227783,5.914777461426881
Blow,4133,6.931254508638355
Message in a Bottle,10207,6.032418198176218
Star Trek V: The Final Frontier,172,5.92731242747867
Like Mike,21972,6.0471192692507465
The Naked Gun 33⅓: The Final Insult,36593,6.179390058003575
A View to a Kill,707,6.055860384396864
The Curse of the Were-Rabbit,533,6.422935449473016
P.S. I Love You,6023,6.553375554387577
Racing Stripes,6439,5.952077150490993
Atonement,4347,6.860936125383431
Letters to Juliet,37056,6.356741042059015
Black Rain,4105,6.120410390614483
The Three Stooges,76489,5.903660841022791
Corpse Bride,3933,6.890086410031351
Glory Road,9918,6.274829708448667
Sicario,273481,6.941386519104963
Southpaw,307081,6.982906895345872
Drag Me to Hell,16871,6.154189837392134
The Age of Adaline,293863,7.046915632629698
Secondhand Lions,13156,6.304222945360902
Step Up 3D,41233,6.317288660854491
Blue Crush,9266,6.0065391946430555
Stranger Than Fiction,1262,6.5914037627682545
30 Days of Night,4513,6.148130533730475
The Cabin in the Woods,22970,6.400254086984669
Meet the Spartans,7278,5.310316815319198
Midnight Run,9013,6.363979895435674
The Running Man,865,6.243431022559875
Little Shop of Horrors,10776,6.267376181897013
Hanna,50456,6.35039359559985
Mortal Kombat: Annihilation,9823,5.565218975479916
Larry Crowne,59861,5.9651275768331065
Carrie,133805,5.898596858894569
Take the Lead,12763,6.18528336631184
Gridiron Gang,9766,6.182790024374668
What's the Worst That Could Happen?,14034,6.012523196014312
9,12244,6.413434552636909
Side Effects,109421,6.290542289734288
The Prince & Me,11137,6.04102647759478
Winnie the Pooh,51162,6.277109380208438
Dumb and Dumberer: When Harry Met Lloyd,10152,5.652203048018469
Bulworth,9452,6.111091957682016
Get on Up,239566,6.148143370181463
One True Thing,53113,6.097923332894048
Virtuosity,9271,5.9685312470821765
My Super Ex-Girlfriend,4474,5.609209315809665
Deliver Us from Evil,184346,6.0003239145341505
Sanctum,48340,6.00154425266837
Little Black Book,14846,5.976294747495586
The Five-Year Engagement,72207,5.943375795728338
Mr. 3000,16232,6.004309132542003
The Next Three Days,43539,6.538181058141552
Ultraviolet,9920,5.5983792455018815
Assault on Precinct 13,8978,6.066249297088698
The Replacement Killers,11702,6.080349783687103
Fled,18550,6.040614898658381
Eight Legged Freaks,8869,5.895847349150121
Love & Other Drugs,43347,6.41068885460416
88 Minutes,3489,5.976737161349357
North Country,9701,6.196478131011594
The Whole Ten Yards,2122,5.931523769569178
Splice,37707,5.811119906281505
Howard the Duck,10658,5.86495815127543
Pride and Glory,13150,6.144718555496163
The Cave,9042,5.880428300156998
Alex & Emma,17813,6.001815503410924
Wicker Park,11208,6.20051692341811
Fright Night,58151,6.051818267808653
The New World,11400,6.1887235484754095
Wing Commander,10350,5.907921418156269
In Dreams,28902,6.055102223925144
Dragonball Evolution,14164,4.8639119533117965
The Last Stand,76640,5.845102265034939
Godsend,11058,5.90753069641515
Chasing Liberty,14844,6.095179750418774
Hoodwinked Too! Hood VS. Evil,57089,5.898977994240068
An Unfinished Life,1947,6.202740554254312
The Imaginarium of Doctor Parnassus,8054,6.205516581386554
Barney's Version,46829,6.258814065778995
Runner Runner,146238,5.8422197485337755
Antitrust,9989,6.04364108702695
Glory,9665,6.540528681836234
Once Upon a Time in America,311,7.340305778022419
Dead Man Down,102362,6.004116603415122
The Merchant of Venice,11162,6.193150752124221
The Good Thief,6016,6.090386972020168
Supercross,17186,6.06792222830724
Miss Potter,13967,6.1272195651650545
Wu Ji,2008,6.052788503584474
DOA: Dead or Alive,9053,5.8561935151167095
The Assassination of Jesse James by the Coward Robert Ford,4512,6.558614065409646
辛亥革命,76349,6.036560549771997
Le petit Nicolas,31203,6.03724234594873
Wild Card,265208,5.7673931740204525
Machine Gun Preacher,45610,6.179640828527113
Konferenz der Tiere,50135,6.02956179818429
Goodbye Bafana,1874,6.138571744677627
United Passions,271331,6.0284835938918375
Grace of Monaco,215211,6.032667440211796
Савва. Сердце воина,367961,6.097061635993955
Ripley's Game,10955,6.137461113450093
Sausage Party,223702,5.7224877795320115
Pitch Perfect 2,254470,6.605588193463118
Walk the Line,69,6.689015725178633
Keeping the Faith,4967,6.059746110426659
The Borrowers,9449,6.048667493406876
Frost/Nixon,11499,6.434596328481934
Confessions of a Dangerous Mind,4912,6.231567790614815
Serving Sara,12771,5.981109286319149
The Boss,323676,5.875021299099273
Cry Freedom,12506,6.146306135697527
Mumford,24071,6.101195007200393
Seed of Chucky,11249,5.759650939968277
The Jacket,9667,6.363490472115304
Aladdin,812,7.168138290116167
Straight Outta Compton,277216,7.134032204538829
Indiana Jones and the Temple of Doom,87,6.889175042773199
The Rugrats Movie,14444,6.0286742656840016
Along Came a Spider,2043,6.096230670767033
Florence Foster Jenkins,315664,6.269732083220451
Once Upon a Time in Mexico,1428,6.141391203903492
Die Hard,562,7.278724231778358
Role Models,15373,6.226709479829044
The Big Short,318846,7.034104466436688
Taking Woodstock,26320,6.109730928857721
Miracle,14292,6.254838134966536
Dawn of the Dead,924,6.503143648701169
The Wedding Planner,2018,5.876309478744096
キャプテンハーロック,192577,6.2263030525811605
The Royal Tenenbaums,9428,6.924073332343712
Identity,2832,6.687552064496803
Last Vegas,137093,6.25321339928246
For Your Eyes Only,699,6.176344104274949
Serendipity,9778,6.303585528802145
Timecop,8831,5.929830689551251
Zoolander,9398,6.097933182934442
Safe Haven,112949,6.5191684639522585
Hocus Pocus,10439,6.213373924697972
No Reservations,3638,6.095972182242837
Kick-Ass,23483,6.962185301996749
30 Minutes or Less,62206,5.887317609773355
Dracula 2000,10577,5.844452160358554
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,6.096515553025193
Pride & Prejudice,4348,7.134842466235982
Blade Runner,78,7.586379933591781
Rob Roy,11780,6.16201286052795
3 Days to Kill,192102,6.04286478740975
We Own the Night,2001,6.217786315886374
Lost Souls,10383,6.016070132814313
Le peuple migrateur,11516,6.150619692304513
Just My Luck,10025,5.976607560437525
"Mystery, Alaska",15198,6.086128193425294
The Spy Next Door,23172,5.904815139027714
A Simple Wish,17834,6.059301069556477
Ghosts of Mars,10016,5.723524323171262
Our Brand Is Crisis,10317,6.032667440211796
Pride and Prejudice and Zombies,58431,5.818121515787659
Kundun,9746,6.171710788168376
How to Lose Friends & Alienate People,13092,6.120491480384614
Kick-Ass 2,59859,6.248746374471551
Alatriste,13495,6.056433798368817
Brick Mansions,254473,5.914944464323475
Octopussy,700,6.1382857951739815
Knocked Up,4964,6.16001147219959
My Sister's Keeper,10024,6.544561877946462
Welcome Home Roscoe Jenkins,13490,6.065906089361233
A Passage to India,15927,6.161295696702921
Notes on a Scandal,1259,6.288907339843188
Rendition,5125,6.117201472676392
Star Trek VI: The Undiscovered Country,174,6.311657877442416
Divine Secrets of the Ya-Ya Sisterhood,9583,6.054158738937694
Kiss the Girls,9437,6.127909827249423
The Blues Brothers,525,6.924805763105408
The Sisterhood of the Traveling Pants 2,10188,6.071206958480266
Joyful Noise,63574,6.120132885136274
About a Boy,245,6.322545472664559
Lake Placid,9825,5.945111618077704
Lucky Number Slevin,186,6.93261945547076
The Right Stuff,9549,6.385565437529563
Anonymous,61891,6.151986726472452
The Neverending Story,34584,6.615959981602472
Dark City,2666,6.679056140528585
The Duchess,12783,6.305833602115129
Return to Oz,13155,6.1789648839621
The Newton Boys,42807,6.083253215607805
Case 39,28355,6.096703104957708
Suspect Zero,8080,6.024491188506882
Martian Child,5126,6.162476898955909
Spy Kids: All the Time in the World,56288,5.702201550805107
Money Monster,303858,6.334235606755746
The 51st State,1613,6.057289827564524
Flawless,31582,6.080481900437933
Mindhunters,16617,6.158208676317141
What Just Happened,8944,5.962825203004627
The Statement,41488,6.0883134621926365
The Magic Flute,37028,6.100689156687961
Paul Blart: Mall Cop,14560,5.63229261750082
Freaky Friday,10330,6.042970855550571
The 40 Year Old Virgin,6957,6.171314974452306
Shakespeare in Love,1934,6.460555844797849
A Walk Among the Tombstones,169917,6.158235155470965
Kindergarten Cop,951,5.958888603440132
Pineapple Express,10189,6.402154541499602
EverAfter,9454,6.341981863614166
Open Range,2055,6.331628202098549
Flatliners,1551,6.167027935170827
A Bridge Too Far,5902,6.270791305449974
Red Eye,11460,6.1345596545052405
Final Destination 2,9358,5.981347564894916
"O Brother, Where Art Thou?",134,6.819174040550148
Legion,22894,5.682592307352726
Pain & Gain,134374,6.098144292576282
In Good Company,1901,6.0537438411137945
Clockstoppers,15028,5.965592725949787
Silverado,11509,6.260398854552914
Brothers,7445,6.420184157604888
Agent Cody Banks 2: Destination London,17047,5.94811388315088
New Year's Eve,62838,5.899733691513226
Original Sin,2057,6.03192131266435
The Raven,70436,6.096314901587881
Welcome to Mooseport,16784,6.005890572327858
Highlander III: The Sorcerer,8011,5.887271254274335
Blood and Wine,31640,6.068000502913156
Snow White: A Tale of Terror,9092,6.086882286425891
The Curse of the Jade Scorpion,2779,6.168379377282548
Accidental Love,316002,5.843798664261262
Flipper,36355,6.012979169808277
Self/less,238615,6.216987907026251
The Constant Gardener,1985,6.3491228999545255
The Passion of the Christ,615,6.528918131749922
Mrs. Doubtfire,788,6.713103881467683
Rain Man,380,7.1460708718567325
Gran Torino,13223,7.4709722474166345
W.,10523,6.095130480406019
Taken,8681,7.040294210907177
The Best of Me,239571,6.657212903825291
The Bodyguard,619,6.096934135143011
Schindler's List,424,7.978912935556598
The Help,50014,7.324820543152974
The Fifth Estate,162903,5.963924092598729
Scooby-Doo 2: Monsters Unleashed,11024,5.813706980199999
Viy,208763,5.989316497213976
Freddy vs. Jason,6466,5.962945841530229
The Face of an Angel,254024,5.982860122267623
Jimmy Neutron: Boy Genius,12589,5.976316353120805
Cloverfield,7191,6.324531500082817
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,6.011980838297509
The Untouchables,117,7.076531882157671
No Country for Old Men,6977,7.383387886110814
Ride Along,168530,6.097304236402074
Bridget Jones's Diary,634,6.3570395930248385
Chocolat,392,6.491715953803672
"Legally Blonde 2: Red, White & Blonde",10327,5.757884601164198
Parental Guidance,88042,6.00682046226649
No Strings Attached,41630,6.097927187816049
Tombstone,11969,6.693701788043637
Romeo Must Die,2085,6.065070152690867
The Omen,794,6.527945931600742
Final Destination 3,9286,5.926767390007304
The Lucky One,77877,6.490800349270865
Bridge to Terabithia,1265,6.63899615671305
Finding Neverland,866,6.784015500126243
A Madea Christmas,175555,6.135226392229773
The Grey,75174,6.296944202877542
Hide and Seek,11096,6.096358715921443
Anchorman: The Legend of Ron Burgundy,8699,6.499691722930957
GoodFellas,769,7.798231118354028
Agent Cody Banks,10923,5.789977863923152
Nanny McPhee,11283,6.244295745942354
Scarface,111,7.6186304132404015
Nothing to Lose,11676,6.13347491826385
The Last Emperor,746,6.51850104164531
Contraband,77866,6.097155812933664
Money Talks,9416,6.073696043659794
There Will Be Blood,7345,7.314470163990987
The Wild Thornberrys Movie,14317,6.077623017271273
Rugrats Go Wild,20694,6.056433798368817
Undercover Brother,12277,6.015847425541494
The Sisterhood of the Traveling Pants,9779,6.164897541608811
Kiss of the Dragon,2140,6.182194483821826
The House Bunny,12620,5.887771328857086
Beauty Shop,14177,6.000542390612903
Million Dollar Arm,198185,6.22565217059458
The Giver,227156,6.311048072568527
What a Girl Wants,10735,5.9962572483016725
Jeepers Creepers 2,11351,5.922780885670526
Good Luck Chuck,10030,5.87089495387008
Cradle 2 the Grave,10623,6.022868400613764
The Hours,590,6.43791534539125
She's the Man,9655,6.2398738998917285
Mr. Bean's Holiday,1268,6.09693851338629
Anacondas: The Hunt for the Blood Orchid,11237,5.840429672180993
Blood Ties,190955,6.076458324708311
August Rush,5123,6.616593279894102
Elizabeth,4518,6.407711048061129
Bride of Chucky,11932,5.9029539199977
Tora! Tora! Tora!,11165,6.228108974559072
Spice World,6116,5.894901090061011
The Sitter,57431,5.881846953409412
Dance Flick,21724,5.971753108222016
The Shawshank Redemption,278,8.301589308135028
Crocodile Dundee in Los Angeles,9290,5.863794440291454
Kingpin,11543,6.244791021902699
The Gambler,284536,5.9270303693850055
August: Osage County,152737,6.4130785645206885
Ice Princess,13374,6.0552437810271
A Lot Like Love,8976,6.216449443863098
Eddie the Eagle,319888,6.616848328922059
He Got Game,9469,6.1873349259868045
Don Juan DeMarco,1909,6.115222583375882
Dear John,22971,6.413434552636909
The Losers,34813,6.137694521355289
Don't Be Afraid of the Dark,46261,5.874698551689847
War,10431,6.060323393831958
Punch-Drunk Love,8051,6.431134033923077
EuroTrip,9352,6.285225969140653
Half Past Dead,10167,5.944676495420988
Unaccompanied Minors,18147,6.037165386431238
"Bright Lights, Big City",17170,6.043190578703461
The Adventures of Pinocchio,18975,6.01953555021794
The Greatest Game Ever Played,15487,6.198775679053097
The Box,22825,5.783636109402398
The Ruins,11152,5.963553504236907
The Next Best Thing,1831,6.026304485319634
My Soul to Take,43931,5.94557647031939
The Girl Next Door,10591,6.20279371629683
Maximum Risk,10861,5.986478697671437
Stealing Harvard,12770,5.994719065727504
Legend,276907,6.4387970698611525
Hot Rod,10074,6.155509174676344
Shark Night,65055,5.912895213338125
Angela's Ashes,10397,6.161283600750156
Draft Day,200505,6.212637914543927
Lifeforce,11954,6.110558610885386
